Id,Date,Hour,Minute,Long,Lat,NoZero_x,Havg_m,Tz_sec,Hmax_m,Hsig_m,Tsig_sec,H10_m,T10_sec,Tavg_sec,Tp_sec,TP5_sec,HMO_m,MeanDir_deg,MeanSpread_deg
265585667,07/11/14,20,00,-8.235403,51.768173,37,1.06,7.0,2.16,1.63,9.7,2.03,11.0,6.8,14.3,14.2,1.73,195.2,19.5
265589211,07/11/14,20,06,-8.235403,51.768173,42,0.9,6.2,1.96,1.38,8.2,1.78,11.1,6.2,12.5,11.7,1.6,194.6,25.1
265592734,07/11/14,20,11,-8.235403,51.768173,40,0.94,6.6,1.94,1.5,9.0,1.8,9.3,6.4,14.3,13.5,1.63,195.9,25.2
265596257,07/11/14,20,17,-8.235403,51.768173,43,0.94,6.0,1.76,1.42,7.9,1.66,8.9,5.8,15.4,13.1,1.58,194.0,27.0
265599800,07/11/14,20,23,-8.235403,51.768173,41,0.88,6.4,2.19,1.35,8.3,1.78,10.2,6.2,18.2,13.5,1.44,197.2,29.0
265603303,07/11/14,20,29,-8.235403,51.768173,43,0.96,6.2,2.38,1.56,7.9,2.01,8.2,6.3,12.5,10.2,1.64,196.1,25.2
265606817,07/11/14,20,35,-8.235403,51.768173,44,0.91,6.1,2.57,1.45,8.0,1.91,7.6,6.0,16.7,13.4,1.55,194.6,27.9
265610361,07/11/14,20,41,-8.235403,51.768173,44,0.93,5.9,2.14,1.43,8.3,1.78,10.5,5.9,15.4,10.1,1.61,191.3,24.1
265613886,07/11/14,20,47,-8.235403,51.768173,37,1.02,6.8,2.35,1.63,8.4,1.94,9.7,6.4,8.7,9.3,1.82,187.2,28.2
265617400,07/11/14,20,52,-8.235403,51.768173,38,0.87,6.8,1.85,1.3,8.4,1.68,9.6,6.1,11.1,10.5,1.37,191.6,25.2
265620945,07/11/14,20,58,-8.235403,51.768173,45,0.8,5.8,1.81,1.28,8.1,1.52,9.6,5.8,6.9,8.0,1.42,194.3,31.7
265624479,07/11/14,21,04,-8.235403,51.768173,41,0.87,6.3,2.12,1.4,8.8,1.82,11.1,6.9,14.3,13.9,1.55,193.8,22.5
265628012,07/11/14,21,10,-8.235403,51.768173,44,0.76,5.9,1.86,1.28,8.2,1.68,11.3,6.9,14.3,12.3,1.46,191.8,22.7
265631535,07/11/14,21,16,-8.235403,51.768173,39,0.85,6.7,1.46,1.2,8.3,1.37,10.3,6.2,18.2,9.9,1.36,196.6,28.2
265635079,07/11/14,21,22,-8.235403,51.768173,36,0.89,6.9,2.61,1.52,10.0,2.13,10.5,7.1,15.4,15.2,1.67,193.3,22.3
265638612,07/11/14,21,28,-8.235403,51.768173,47,0.85,5.6,2.15,1.36,7.9,1.67,10.1,6.0,14.3,13.3,1.51,198.0,30.2
265642144,07/11/14,21,34,-8.235403,51.768173,45,0.71,5.9,1.32,1.11,7.9,1.26,7.2,5.9,13.3,9.0,1.27,196.2,32.1
265645659,07/11/14,21,39,-8.235403,51.768173,41,0.8,6.2,1.6,1.21,7.9,1.46,8.9,6.0,14.3,10.0,1.39,194.9,25.1
265649172,07/11/14,21,45,-8.235403,51.768173,41,0.77,6.4,1.6,1.17,8.7,1.44,7.8,5.9,15.4,13.4,1.31,197.3,32.0
265652706,07/11/14,21,51,-8.235403,51.768173,40,0.85,6.6,1.6,1.36,9.7,1.53,10.2,6.5,15.4,15.3,1.5,201.4,26.8
265656221,07/11/14,21,57,-8.235403,51.768173,39,0.95,6.5,2.2,1.48,8.3,1.8,9.4,6.5,6.1,8.1,1.59,196.5,25.8
265659754,07/11/14,22,03,-8.235403,51.768173,42,0.85,6.3,1.81,1.29,8.9,1.56,7.1,6.2,5.6,6.9,1.46,193.4,31.2
265663298,07/11/14,22,09,-8.235403,51.768173,45,0.77,6.0,1.5,1.2,8.3,1.41,8.8,5.9,15.4,13.8,1.32,200.8,28.5
265666837,07/11/14,22,15,-8.235403,51.768173,38,0.91,6.7,1.67,1.36,9.7,1.57,12.9,6.8,8.3,8.9,1.64,198.6,25.8
265670350,07/11/14,22,21,-8.235403,51.768173,38,0.85,6.9,1.81,1.35,10.7,1.59,9.7,6.8,12.5,13.2,1.49,198.8,24.0
265673862,07/11/14,22,26,-8.235403,51.768173,39,0.92,6.6,1.89,1.42,9.4,1.67,9.2,6.3,14.3,14.1,1.52,196.7,24.4
265677376,07/11/14,22,32,-8.235403,51.768173,38,0.92,6.4,1.95,1.39,8.4,1.76,7.6,6.2,5.0,6.9,1.58,197.9,31.2
265680899,07/11/14,22,38,-8.235403,51.768173,36,0.97,7.3,1.66,1.34,9.0,1.61,9.1,6.1,11.8,11.7,1.49,199.6,29.2
265684423,07/11/14,22,44,-8.235403,51.768173,42,0.86,6.2,1.62,1.3,7.5,1.57,8.4,5.7,14.3,10.2,1.44,199.1,26.8
265687938,07/11/14,22,50,-8.235403,51.768173,39,0.96,6.6,1.97,1.55,9.3,1.73,7.4,6.2,14.3,13.8,1.56,197.4,26.6
265691461,07/11/14,22,56,-8.235403,51.768173,42,0.93,6.3,1.62,1.34,8.7,1.51,9.6,5.9,15.4,9.9,1.49,196.6,27.2
